"Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,Processor Graphics ‡"
"Intel® Core™ i5-4200U Processor,Q3'13,2,2.60 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i5-4200Y Processor,Q3'13,2,1.90 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4200"
"Intel® Core™ i5-4250U Processor,Q3'13,2,2.60 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 5000"
"Intel® Core™ i5-4258U Processor,Q3'13,2,2.90 GHz,3 MB Intel® Smart Cache,Intel® Iris® Graphics 5100"
"Intel® Core™ i5-4288U Processor,Q3'13,2,3.10 GHz,3 MB Intel® Smart Cache,Intel® Iris® Graphics 5100"
"Intel® Core™ i5-4350U Processor,Q3'13,2,2.90 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 5000"
"Intel® Core™ i5-4570R Processor,Q2'13,4,3.20 GHz,4 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200"
"Intel® Core™ i5-4670R Processor,Q2'13,4,3.70 GHz,4 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200"
"Intel® Core™ i7-4500U Processor,Q3'13,2,3.00 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4400"
"Intel® Core™ i7-4550U Processor,Q3'13,2,3.00 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 5000"
"Intel® Core™ i7-4558U Processor,Q3'13,2,3.30 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 5100"
"Intel® Core™ i7-4650U Processor,Q3'13,2,3.30 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 5000"
"Intel® Core™ i7-4770R Processor,Q2'13,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200"
"Intel® Core™ i5-4430 Processor,Q2'13,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4430S Processor,Q2'13,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4570 Processor,Q2'13,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4570S Processor,Q2'13,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4570T Processor,Q2'13,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4570TE Processor,Q2'13,2,3.30 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4670 Processor,Q2'13,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4670K Processor,Q2'13,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4670S Processor,Q2'13,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i5-4670T Processor,Q2'13,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4700EQ Processor,Q2'13,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4700HQ Processor,Q2'13,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4700MQ Processor,Q2'13,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4702HQ Processor,Q2'13,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4702MQ Processor,Q2'13,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4765T Processor,Q2'13,4,3.00 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4770 Processor,Q2'13,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4770K Processor,Q2'13,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4770S Processor,Q2'13,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4770T Processor,Q2'13,4,3.70 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4770TE Processor,Q2'13,4,3.30 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4800MQ Processor,Q2'13,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4900MQ Processor,Q2'13,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i7-4930MX Processor Extreme Edition,Q2'13,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600"
"Intel® Core™ i3-3130M Processor,Q1'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i3-3210 Processor,Q1'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i3-3227U Processor,Q1'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3230M Processor,Q1'13,2,3.20 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3230M Processor,Q1'13,2,3.20 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3337U Processor,Q1'13,2,2.70 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3340M Processor,Q1'13,2,3.40 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3380M Processor,Q1'13,2,3.60 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3437U Processor,Q1'13,2,2.90 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3537U Processor,Q1'13,2,3.10 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3540M Processor,Q1'13,2,3.70 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3687U Processor,Q1'13,2,3.30 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i3-3229Y Processor,Q1'13,2,,3 MB,Intel® HD Graphics 4000"
"Intel® Core™ i5-3339Y Processor,Q1'13,2,2.00 GHz,3 MB,Intel® HD Graphics 4000"
"Intel® Core™ i5-3439Y Processor,Q1'13,2,2.30 GHz,3 MB,Intel® HD Graphics 4000"
"Intel® Core™ i7-3689Y Processor,Q1'13,2,2.60 GHz,4 MB,Intel® HD Graphics 4000"
"Intel® Core™ i3-2348M Processor,Q1'13,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i3-2375M Processor,Q1'13,2,,3 MB Intel® Smart Cache,"
"Intel® Core™ i7-3970X Processor Extreme Edition,Q4'12,6,4.00 GHz,15 MB Intel® Smart Cache,"
"Intel® Core™ i3-3120M Processor,Q3'12,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3630QM Processor,Q3'12,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3632QM Processor,Q3'12,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3632QM Processor,Q3'12,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3635QM Processor,Q3'12,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3740QM Processor,Q3'12,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3840QM Processor,Q3'12,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3940XM Processor Extreme Edition,Q3'12,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i3-3220 Processor,Q3'12,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i3-3220T Processor,Q3'12,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i3-3225 Processor,Q3'12,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i3-3240 Processor,Q3'12,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i3-3240T Processor,Q3'12,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i5-3330 Processor,Q3'12,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i5-3330S Processor,Q3'12,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i5-3350P Processor,Q3'12,4,3.30 GHz,6 MB Intel® Smart Cache,"
"Intel® Core™ i3-2328M Processor,Q3'12,2,,3 MB,Intel® HD Graphics 3000"
"Intel® Core™ i3-2365M Processor,Q3'12,2,,3 MB Intel® Smart Cache,"
"Intel® Core™ i3-3120ME Processor,Q3'12,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i3-3217UE Processor,Q3'12,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i3-2377M Processor,Q2'12,2,,3 MB Intel® Smart Cache,"
"Intel® Core™ i3-3110M Processor,Q2'12,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i3-3217U Processor,Q2'12,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3610ME Processor,Q2'12,2,3.30 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3517UE Processor,Q2'12,2,2.80 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3555LE Processor,Q2'12,2,3.20 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3210M Processor,Q2'12,2,3.10 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3210M Processor,Q2'12,2,3.10 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3317U Processor,Q2'12,2,2.60 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3320M Processor,Q2'12,2,3.30 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3360M Processor,Q2'12,2,3.50 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3427U Processor,Q2'12,2,2.80 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3470 Processor,Q2'12,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i5-3470S Processor,Q2'12,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i5-3470T Processor,Q2'12,2,3.60 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i5-3475S Processor,Q2'12,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3570 Processor,Q2'12,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i5-3570S Processor,Q2'12,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i7-3517U Processor,Q2'12,2,3.00 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3520M Processor,Q2'12,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3667U Processor,Q2'12,2,3.20 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i3-2115C Processor,Q2'12,2,,3 MB Intel® Smart Cache,"
"Intel® Core™ i5-3450 Processor,Q2'12,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i5-3450S Processor,Q2'12,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i5-3550 Processor,Q2'12,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i5-3550S Processor,Q2'12,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i5-3570K Processor,Q2'12,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i5-3570T Processor,Q2'12,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2500"
"Intel® Core™ i7-3610QE Processor,Q2'12,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3610QM Processor,Q2'12,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3612QE Processor,Q2'12,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3612QM Processor,Q2'12,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3612QM Processor,Q2'12,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3615QE Processor,Q2'12,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3615QM Processor,Q2'12,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3720QM Processor,Q2'12,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3770 Processor,Q2'12,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3770K Processor,Q2'12,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3770S Processor,Q2'12,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3770T Processor,Q2'12,4,3.70 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3820QM Processor,Q2'12,4,3.70 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3920XM Processor Extreme Edition,Q2'12,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4000"
"Intel® Core™ i7-3820 Processor,Q1'12,4,3.80 GHz,10 MB Intel® Smart Cache,"
"Intel® Core™ i5-2380P Processor,Q1'12,4,3.40 GHz,6 MB Intel® Smart Cache,"
"Intel® Core™ i5-2450P Processor,Q1'12,4,3.50 GHz,6 MB Intel® Smart Cache,"
"Intel® Core™ i5-2550K Processor,Q1'12,4,3.80 GHz,6 MB Intel® Smart Cache,"
"Intel® Core™ i3-2370M Processor,Q1'12,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i5-2450M Processor,Q1'12,2,3.10 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-3930K Processor,Q4'11,6,3.80 GHz,12 MB Intel® Smart Cache,"
"Intel® Core™ i7-3960X Processor Extreme Edition,Q4'11,6,3.90 GHz,15 MB Intel® Smart Cache,"
"Intel® Core™ i7-2700K Processor,Q4'11,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i3-2350M Processor,Q4'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i3-2367M Processor,Q4'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i5-2430M Processor,Q4'11,2,3.00 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i5-2435M Processor,Q4'11,2,3.00 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2670QM Processor,Q4'11,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2675QM Processor,Q4'11,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i3-2120T Processor,Q3'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i3-2125 Processor,Q3'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i3-2130 Processor,Q3'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i5-2320 Processor,Q3'11,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i7-2640M Processor,Q4'11,2,3.50 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2760QM Processor,Q4'11,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2860QM Processor,Q4'11,4,3.60 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2960XM Processor Extreme Edition,Q4'11,4,3.70 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-980 Processor,Q2'11,6,3.60 GHz,12 MB Intel® Smart Cache,"
"Intel® Core™ i3-2330E Processor,Q2'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i3-2330M Processor,Q2'11,2,,3 MB L3 Cache,Intel® HD Graphics 3000"
"Intel® Core™ i3-2340UE Processor,Q2'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i3-2357M Processor,Q2'11,2,,3 MB L3 Cache,Intel® HD Graphics 3000"
"Intel® Core™ i5-2467M Processor,Q2'11,2,2.30 GHz,3 MB L3 Cache,Intel® HD Graphics 3000"
"Intel® Core™ i5-2557M Processor,Q2'11,2,2.70 GHz,3 MB L3 Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2637M Processor,Q2'11,2,2.80 GHz,4 MB L3 Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2677M Processor,Q2'11,2,2.90 GHz,4 MB L3 Cache,Intel® HD Graphics 3000"
"Intel® Core™ i5-2310 Processor,Q2'11,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i5-2405S Processor,Q2'11,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i3-2102 Processor,Q2'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i3-2105 Processor,Q2'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i3-2312M Processor,Q2'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2610UE Processor,Q1'11,2,2.40 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2655LE Processor,Q1'11,2,2.90 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i3-2100 Processor,Q1'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i3-2100T Processor,Q1'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i3-2120 Processor,Q1'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i3-2310M Processor,Q1'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i5-2390T Processor,Q1'11,2,3.50 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i5-2410M Processor,Q1'11,2,2.90 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i5-2510E Processor,Q1'11,2,3.10 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i5-2515E Processor,Q1'11,2,3.10 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i5-2520M Processor,Q1'11,2,3.20 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i5-2537M Processor,Q1'11,2,2.30 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i5-2540M Processor,Q1'11,2,3.30 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2617M Processor,Q1'11,2,2.60 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2620M Processor,Q1'11,2,3.40 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2629M Processor,Q1'11,2,3.00 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2649M Processor,Q1'11,2,3.20 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2657M Processor,Q1'11,2,2.70 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-990X Processor Extreme Edition,Q1'11,6,3.73 GHz,12 MB Intel® Smart Cache,"
"Intel® Core™ i5-2300 Processor,Q1'11,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i5-2400 Processor,Q1'11,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i5-2400S Processor,Q1'11,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i5-2500 Processor,Q1'11,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i5-2500K Processor,Q1'11,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i5-2500S Processor,Q1'11,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i5-2500T Processor,Q1'11,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i7-2600 Processor,Q1'11,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i7-2600K Processor,Q1'11,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2600S Processor,Q1'11,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 2000"
"Intel® Core™ i7-2630QM Processor,Q1'11,4,2.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2635QM Processor,Q1'11,4,2.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2710QE Processor,Q1'11,4,3.00 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2715QE Processor,Q1'11,4,3.00 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2720QM Processor,Q1'11,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2820QM Processor,Q1'11,4,3.40 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i7-2920XM Processor Extreme Edition,Q1'11,4,3.50 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i3-2310E Processor,Q1'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 3000"
"Intel® Core™ i3-390M Processor,Q1'11,2,,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i5-480M Processor,Q1'11,2,2.93 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i3-380UM Processor,Q4'10,2,,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i5-470UM Processor,Q4'10,2,1.86 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i3-560 Processor,Q3'10,2,,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i5-760 Processor,Q3'10,4,3.33 GHz,8 MB Intel® Smart Cache,"
"Intel® Core™ i3-370M Processor,Q3'10,2,,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i3-380M Processor,Q3'10,2,,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i5-460M Processor,Q3'10,2,2.80 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i5-560M Processor,Q3'10,2,3.20 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i5-560UM Processor,Q3'10,2,2.13 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i5-580M Processor,Q3'10,2,3.33 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i7-640M Processor,Q3'10,2,3.46 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i7-660LM Processor,Q3'10,2,3.06 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i7-680UM Processor,Q3'10,2,2.53 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i7-740QM Processor,Q3'10,4,2.93 GHz,6 MB Intel® Smart Cache,"
"Intel® Core™ i7-840QM Processor,Q3'10,4,3.20 GHz,8 MB Intel® Smart Cache,"
"Intel® Core™ i7-940XM Processor Extreme Edition,Q3'10,4,3.33 GHz,8 MB Intel® Smart Cache,"
"Intel® Core™ i7-970 Processor,Q3'10,6,3.46 GHz,12 MB Intel® Smart Cache,"
"Intel® Core™ i3-550 Processor,Q2'10,2,,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i5-655K Processor,Q2'10,2,3.46 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i7-875K Processor,Q2'10,4,3.60 GHz,8 MB Intel® Smart Cache,"
"Intel® Core™ i7-880 Processor,Q2'10,4,3.73 GHz,8 MB Intel® Smart Cache,"
"Intel® Core™ i3-330UM Processor,Q2'10,2,,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i5-430UM Processor,Q2'10,2,1.73 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i5-540UM Processor,Q2'10,2,2.00 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
"Intel® Core™ i7-660UM Processor,Q2'10,2,2.40 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics for Previous Generation Intel® Processors"
